383.06937,0,0
381.79214,-0.041069,0
377.927426,-0.083727,0
371.521123,0.064762,0
362.743824,0.532957,0
351.778613,1.384999,0
338.851585,2.688193,0
324.255266,4.452465,0
308.280082,6.615428,0
291.199364,9.088838,0
273.280195,11.761306,0
254.777277,14.494165,0
235.895865,17.123457,0
216.789939,19.523586,0
197.607101,21.605664,0
178.486668,23.318176,0
159.589906,24.643829,0
141.098971,25.566663,0
123.194282,26.066829,0
106.05318,26.124561,0
89.83164,25.713064,0
74.659286,24.825937,0
60.656369,23.472737,0
47.928199,21.678689,0
36.572284,19.482008,0
26.673829,16.928234,0
18.29537,14.063074,0
11.457862,10.962967,0
6.184797,7.747402,0
2.491407,4.568179,0
0.597056,1.992283,0
0.242602,1.177743,0
0.041839,0.426448,0
0.000222,-0.029362,0
0.054905,-0.431516,0
0.236564,-0.806591,0
0.540354,-1.191495,0
1.174529,-1.783019,0
2.002024,-2.389307,0
2.410023,-2.651376,0
6.7243,-4.666685,0
12.957758,-6.593658,0
21.012052,-8.348032,0
30.803401,-9.858397,0
42.254938,-11.061396,0
55.298737,-11.924337,0
69.841771,-12.445047,0
85.774392,-12.639703,0
102.951644,-12.548901,0
121.198805,-12.20834,0
140.3255,-11.657207,0
160.128762,-10.936631,0
180.386029,-10.09823,0
200.858601,-9.183422,0
221.299891,-8.233666,0
241.458526,-7.27705,0
261.086759,-6.33984,0
279.94292,-5.437072,0
297.796558,-4.584544,0
314.430253,-3.791165,0
329.637671,-3.070205,0
343.226336,-2.422243,0
355.025045,-1.847881,0
364.885159,-1.338176,0
372.682448,-0.884484,0
378.341532,-0.460675,0
381.850485,-0.124961,0
383.06937,0,0
